order,gp_name,gp_villages,panchayat_samiti,district,verified_or_not,gp_name_goog_translate,gp_village_goog_translate,ps_goog_translate
5334,__________,___________ __ _ 3,______,dausa,0,chaundiawas,sitarampura chak na 3,lalsot
5335,__________,_________,______,dausa,0,chaundiawas,ugariawas,lalsot
5336,_______,____,______,dausa,0,chandsen,thhalose,lalsot
5337,_______,_______,______,dausa,0,chandsen,ladpura,lalsot
5338,_______,______,______,dausa,0,chandsen,chakroda,lalsot
5339,_______,________ _____,______,dausa,0,chandsen,pitambar bharti,lalsot
5340,_______,__ _______,______,dausa,0,chandsen,chak chandsen,lalsot
5341,_______,___________,______,dausa,0,chandsen,salgrampura,lalsot
5342,_______,________,______,dausa,0,chandsen,bhagwatpura,lalsot
5343,_______,______,______,dausa,0,chandsen,sankya,lalsot
5344,_______,___________ __,______,dausa,0,chandsen,badhatatsarh chak,lalsot
5345,_______,_______,______,dausa,0,chandsen,udaipur,lalsot
5346,_______,_______,______,dausa,0,chandsen,abhayapura,lalsot
5347,_______,___ ________,______,dausa,0,chandsen,flood sawaipura,lalsot
5348,_______,___ __ ____,______,dausa,0,chandsen,flood dhani,lalsot
5349,_______,________,______,dausa,0,chandsen,mohanpura,lalsot
5350,_______,_______,______,dausa,0,chandsen,jaitpura,lalsot
5351,_______,__ ______,____,dausa,0,baijwadi,chak sadeda,lavan
5352,_______,_______,____,dausa,0,baijwadi,kalikhad,lavan
5353,_______,________,____,dausa,0,baijwadi,singpura,lavan
5354,______,________ ____,____,dausa,0,dazed,khatiwali dhani,lavan
5355,______,_______,____,dausa,0,dazed,baghpura,lavan
5356,_____,______,____,dausa,0,thumdi,khatayara,lavan
5357,_____,______,____,dausa,0,thumdi,sahaspur,lavan
5358,_____,__ ______,____,dausa,0,thumdi,chak sahaspur,lavan
5359,_____,__ _______,____,dausa,0,thumdi,chak kalikhad,lavan
5360,_____,___________,____,dausa,0,thumdi,ramsinghpura,lavan
5361,_____,_______,____,dausa,0,thumdi,khedavas,lavan
5362,_____,________ _______,____,dausa,0,malwas,kishanpura topariya,lavan
5363,_____,________ ____,____,dausa,0,malwas,kishanpura bada,lavan
5364,_____,_______,____,dausa,0,malwas,todarwas,lavan
5365,_____,______,____,dausa,0,malwas,dehlas,lavan
5366,_____,__ ______,____,dausa,0,malwas,chak dehlas,lavan
5367,_____,_______,____,dausa,0,malwas,khedavas,lavan
5368,______,_______,____,dausa,0,khanwas,khandaval,lavan
5369,______,________,____,dausa,0,khanwas,jailampura,lavan
5370,______,________ _________,____,dausa,0,khanwas,mandeda sunarpura,lavan
5371,______,__________,____,dausa,0,khanwas,jagasahaipura,lavan
5372,______,_______,____,dausa,0,khanwas,haryana,lavan
5373,______,_______,____,dausa,0,khanwas,jhupadia,lavan
5374,_______,_________,____,dausa,0,khanpura,chakkhanpura,lavan
5375,_______,_____,____,dausa,0,khanpura,deori,lavan
5376,_______,_______,____,dausa,0,khanpura,bidalawan,lavan
5377,_______,______,____,dausa,0,khanpura,villageley,lavan
5378,_______,_______,____,dausa,0,khanpura,musolai,lavan
5379,_____,_______ _______,____,dausa,0,rajwas,peepalya chainpura,lavan
5380,_____,___________,____,dausa,0,rajwas,prahladpura,lavan
5381,_____,________,____,dausa,0,rajwas,dharasuti,lavan
5382,_____,____ _______,____,dausa,0,rajwas,gudha kiratwas,lavan
5383,_____,_____ _______,____,dausa,0,rajwas,bhudla bhootpura,lavan
5384,_______,_____,____,dausa,0,baniana,matwas,lavan
5385,_______,________,____,dausa,0,baniana,kanwarpura,lavan
5386,_______,______,____,dausa,0,baniana,bootoli,lavan
5387,_______,_________,____,dausa,0,baniana,girdharpura,lavan
5388,________,_________,____,dausa,0,dhigaria,anandpura,lavan
5389,________,____ ____,____,dausa,0,dhigaria,kota patti,lavan
5390,________,_______,____,dausa,0,dhigaria,dublaya,lavan
5391,________,_______,____,dausa,0,dhigaria,karanpura,lavan
5392,______,_________,____,dausa,0,gagwana,mirzapur,mahawa
5393,______,________,____,dausa,0,gagwana,pipalkheda,mahawa
5394,______,______,____,dausa,0,gagwana,maujpur,mahawa
5395,_____,_______,____,dausa,0,hoodla,guaraki,mahawa
5396,_____,_____,____,dausa,0,hoodla,hoodla,mahawa
5397,___ ____,___ ________,____,dausa,0,aund meena,aund brahmin,mahawa
5398,___ ____,___ ______,____,dausa,0,aund meena,aund gurjar,mahawa
5399,___ ____,______,____,dausa,0,aund meena,khanpur,mahawa
5400,___ ____,__________,____,dausa,0,aund meena,milkipura,mahawa
5401,_______ ______,__________,______,dausa,0,brahman bairada,binderwada,sikrai
5402,_______ ______,_____,______,dausa,0,brahman bairada,budli,sikrai
5403,_______ ______,______,______,dausa,0,brahman bairada,golia,sikrai
5404,_______ ______,_____,______,dausa,0,brahman bairada,ramgarh,sikrai
5405,______,______,______,dausa,0,kalwan,giladi,sikrai
5406,______,_____ ___,______,dausa,0,kalwan,padli flood,sikrai
5407,_______,________,______,dausa,0,achalpura,sarundla,sikrai
5408,_______,____,______,dausa,0,achalpura,jewel,sikrai
5409,_______,_______,______,dausa,0,achalpura,chandpur,sikrai
5410,_______,__________,______,dausa,0,achalpura,jahangiria,sikrai
5411,_______,___________,______,dausa,0,achalpura,jahangirpura,sikrai
5412,_______,__ ________,______,dausa,0,achalpura,chak sarundla,sikrai
5413,_________,____,______,dausa,0,gangdwadi,waterfall,sikrai
5414,_________,_________,______,dausa,0,gangdwadi,bhadgyavas,sikrai
5415,_______,_____,______,dausa,0,sheikhpura,deori,sikrai
5416,_______,_______,______,dausa,0,sheikhpura,malawas,sikrai
5417,_______,______,______,dausa,0,sheikhpura,dheerai,sikrai
5418,_______,______ ______,______,dausa,0,sheikhpura,gurjar barada,sikrai
5419,_______,________,______,dausa,0,sheikhpura,meenawada,sikrai
5420,_______,________,______,dausa,0,gandarava,udalwada,sikrai
5421,_______,______,______,dausa,0,gandarava,agali,sikrai
5422,_______,________,______,dausa,0,gandarava,gujwada,sikrai
5423,_______,______ _____,______,dausa,0,gandarava,bairada khurd,sikrai
5424,_________,____,______,dausa,0,bahravanda,braw,sikrai
5425,_________,______,______,dausa,0,bahravanda,diwakar,sikrai
5426,_________,___ _________,______,dausa,0,bahravanda,bad bahrawand,sikrai
5427,______,__ ______,______,dausa,0,kalakho,chak kalakho,sikrai
5428,______,_______,______,dausa,0,kalakho,ambadi,sikrai
5429,______,_____,______,dausa,0,kalakho,garhora,sikrai
5430,______,_________ _____,______,dausa,0,kalakho,jagrampura patti,sikrai
5431,__________,______,______,dausa,0,ferrasapura,jodhya,sikrai
5432,__________,______,______,dausa,0,ferrasapura,moalai,sikrai
5433,__________,______,______,dausa,0,ferrasapura,gerology,sikrai
5434,______,__,______,dausa,0,ranoli,garh,sikrai
5435,_____,_____,______,dausa,0,walking,gadoli,sikrai
5436,_____,___,______,dausa,0,walking,watch,sikrai
5437,__________,____,______,dausa,0,jaisinghpura,patan,sikrai
5438,__________,_____,______,dausa,0,jaisinghpura,buzzot,sikrai
5439,__________,_______,______,dausa,0,jaisinghpura,banipura,sikrai
5440,__________,_______,______,dausa,0,jaisinghpura,chanpura,sikrai
5441,______,_____,______,dausa,0,namner,mored,sikrai
5442,______,_______ ____,______,dausa,0,namner,mundia kheda,sikrai
5443,______,_____,______,dausa,0,namner,kailai,sikrai
5444,______,_______ _____,______,dausa,0,asafoetida,kundera khurd,sikrai
5445,______,___________,______,dausa,0,asafoetida,girdharipura,sikrai
5446,______,______,______,dausa,0,asafoetida,ganipur,sikrai
5447,______,__ ______,______,dausa,0,asafoetida,chak ganipur,sikrai
5448,______,_______,______,dausa,0,nandari,chandusa,sikrai
5449,______,______,______,dausa,0,nandari,nayagaon,sikrai
5450,_____,_______,______,dausa,0,dhimari,sikar,sikrai
5451,_____,_______ ____,____,dholpur,0,dhimari,dhanuka pura,badi
5452,_____,_______,____,dholpur,0,dhimari,todpura,badi
5453,_____,____ __ ____,____,dholpur,0,dhimari,khule ka pura,badi
5454,___________,______,____,dholpur,0,ibrahimpur,kachpura,badi
5455,___________,______,____,dholpur,0,ibrahimpur,well,badi
5456,___________,______,____,dholpur,0,ibrahimpur,tamoti,badi
5457,___________,_______,____,dholpur,0,ibrahimpur,totpura,badi
5458,___________,____,____,dholpur,0,ibrahimpur,rebai,badi
5459,______,_______,____,dholpur,0,marhauli,murawali,badi
5460,______,_________,____,dholpur,0,marhauli,lalonihar,badi
5461,______,______,____,dholpur,0,marhauli,arrua,badi
5462,______,__ __ ____,____,dholpur,0,marhauli,mango pura,badi
5463,______,________,____,dholpur,0,marhauli,gadhizkhauda,badi
5464,______,______,____,dholpur,0,marhauli,janpura,badi
5465,_____,______,____,dholpur,0,dhanaura,karreua,badi
5466,_____,____,____,dholpur,0,dhanaura,omri,badi
5467,_____,______,____,dholpur,0,dhanaura,saunhas,badi
5468,_____,_______,____,dholpur,0,dhanaura,jahanpur,badi
5469,_____,______,____,dholpur,0,dhanaura,rajapur,badi
5470,_______,______,____,dholpur,0,lakhpura,surathi,badi
5471,_______,_____,____,dholpur,0,lakhpura,hansai,badi
5472,______,________,____,dholpur,0,japawali,flag,badi
5473,______,______,____,dholpur,0,japawali,lahakpur,badi
5474,______,_______ ____,____,dholpur,0,japawali,gujra kalan,badi
5475,______,_____,____,dholpur,0,japawali,khurd,badi
5476,______,_______,____,dholpur,0,bijauli,kutakpur,badi
5477,______,_________,____,dholpur,0,bijauli,bakhtupura,badi
5478,______,_______ ____,____,dholpur,0,bijauli,bainpura waiver,badi
5479,______,_________,____,dholpur,0,bijauli,bahadurpur,badi
5480,______,_______,____,dholpur,0,bijauli,badhupura,badi
5481,_______,_______,____,dholpur,0,singaurai,kuhawani,badi
5482,_______,_______ ____,____,dholpur,0,singaurai,vateshwar kalan,badi
5483,_______,_______ _____,____,dholpur,0,singaurai,vateshwar khurd,badi
5484,_______,______ _______,____,dholpur,0,salempur,rampur amarpura,badi
5485,_______,________,____,dholpur,0,salempur,navalupura,badi
5486,_______,______ __________,____,dholpur,0,salempur,naunaira prithvi singh,badi
5487,_______,______,____,dholpur,0,salempur,gurja,badi
5488,_____,_________ __,____,dholpur,0,mamodhan,lord singh's,badi
5489,_____,____,____,dholpur,0,mamodhan,pura,badi
5490,_____,_______,____,dholpur,0,mamodhan,chorpura,badi
5491,_____,_________,____,dholpur,0,mamodhan,kallupura,badi
5492,_____,_____ __ ____,____,dholpur,0,mamodhan,signa's nagla,badi
5493,_____,_________,____,dholpur,0,mamodhan,piparipura,badi
5494,_______,______,____,dholpur,0,attruma,sihauli,badi
5495,_______,____,____,dholpur,0,attruma,pali,badi
5496,_______,_____,____,dholpur,0,attruma,kuiya,badi
5497,_______,_____,____,dholpur,0,attruma,bhagora,badi
5498,_______,______ ( ___ ____ ),____,dholpur,0,attruma,ramnagar (non -populated),badi
5499,_______,______,____,dholpur,0,attruma,alinagar,badi
5500,_______,( _______ ),____,dholpur,0,attruma,transliterate village name :( garbad),badi
5501,_______,___ ______,____,dholpur,0,attruma,chhar alinagar,badi
5502,____,______,____,dholpur,0,angai,jhinna,badi
5503,____,_______,____,dholpur,0,angai,chilakhur,badi
5504,____,______,____,dholpur,0,angai,piprat,badi
5505,____,_____,____,dholpur,0,angai,hollow,badi
5506,____,__________,____,dholpur,0,angai,jindapura,badi
5507,____,_______ ____,____,dholpur,0,angai,salampur pati,badi
5508,____,______,____,dholpur,0,angai,nurpur,badi
5509,____,_______,____,dholpur,0,angai,bhawanpura,badi
5510,____,_______,____,dholpur,0,rahrai,kankrat,badi
5511,____,____,____,dholpur,0,rahrai,tarava,badi
5512,____,______,____,dholpur,0,rahrai,loud,badi
5513,____,______,____,dholpur,0,rahrai,kachpura,badi
5514,____,________,____,dholpur,0,rahrai,moripura,badi
5515,_____,_____,____,dholpur,0,pawani,dhanaira,badi
5516,_____,_______,____,dholpur,0,pawani,durgasi,badi
5517,_____,________,____,dholpur,0,pawani,khurdia,badi
5518,_____,_______,____,dholpur,0,pawani,khinnot,badi
5519,_____,__________,____,dholpur,0,pawani,mouthiyapura,badi
5520,_____,________,____,dholpur,0,pawani,mughalpura,badi
5521,______,______,____,dholpur,0,madasil,khairara,badi
5522,______,___________,____,dholpur,0,madasil,gyadaspura,badi
5523,______,_________,____,dholpur,0,madasil,harlalpura,badi
5524,______,_____,____,dholpur,0,madasil,which,badi
5525,______,_______,____,dholpur,0,madasil,mahrpur,badi
5526,______,_______,____,dholpur,0,madasil,daumpura,badi
5527,______,_______,____,dholpur,0,bizhauli,manpura,badi
5528,______,__________,____,dholpur,0,bizhauli,bhindipura,badi
5529,______,_________,____,dholpur,0,bizhauli,surrikala,badi
5530,______,___________,____,dholpur,0,bizhauli,surrikhurd,badi
5531,______,_____,____,dholpur,0,bizhauli,gudha,badi
5532,______,______,____,dholpur,0,bizhauli,vatikara,badi
5533,______,____,____,dholpur,0,bizhauli,sony,badi
5534,______,_____ ( _______ ),____,dholpur,0,bizhauli,thomari (garbad),badi
5535,_____,_________,____,dholpur,0,barauli,hulaspura,badi
5536,_____,______,____,dholpur,0,barauli,khistar,badi
5537,_____,________,____,dholpur,0,barauli,kansapura,badi
5538,_____,________ 6. _____,____,dholpur,0,barauli,kumrapura 6. sunkai,badi
5539,_______,_____,____,dholpur,0,bharkujra,tilaua,badi
5540,_______,__________,____,dholpur,0,bharkujra,mathpiparodan,badi
5541,_______,_________,____,dholpur,0,bharkujra,kallapura,badi
5542,_______,_______ __,____,dholpur,0,bharkujra,harisingh of harisingh,badi
5543,_______,____,____,dholpur,0,bharkujra,pura,badi
5544,_______,______,____,dholpur,0,bharkujra,bhiram,badi
5545,_______,____,____,dholpur,0,nadanpur,varman,badi
5546,_______,_______ ____,____,dholpur,0,nadanpur,nayapura radhaul,badi
5547,_______,______,____,dholpur,0,nadanpur,bansi,badi
5548,_______,____,____,dholpur,0,nadanpur,pauhai,badi
5549,_______,________,____,dholpur,0,nadanpur,vijaypura,badi
5550,_______,_______,____,dholpur,0,tajpura,mathatihar,badi
5551,_______,________,____,dholpur,0,tajpura,gumanpur,badi
5552,_______,______,____,dholpur,0,tajpura,badariya,badi
5553,_______,________,____,dholpur,0,tajpura,matiawas,badi
5554,_______,______,____,dholpur,0,tajpura,khanpura,badi
5555,_____,_______,____,dholpur,0,banaura,khargapura,badi
5556,_____,______,____,dholpur,0,banaura,kankaur,badi
5557,_____,__________,____,dholpur,0,banaura,arjunpura,badi
5558,_____,_________,____,dholpur,0,banaura,vavaripura,badi
5559,______,__________,________,dholpur,0,hathwari,dhodikapura,rajakheda
5560,______,__________,________,dholpur,0,hathwari,anandapura,rajakheda
5561,______,_________,________,dholpur,0,hathwari,chaudharypura,rajakheda
5562,______,______,________,dholpur,0,khudila,khanpura,rajakheda
5563,______,_________,________,dholpur,0,khudila,gohadupura,rajakheda
5564,______,______,________,dholpur,0,khudila,khudili,rajakheda
5565,______,________,________,dholpur,0,khudila,bhagwanpur,rajakheda
5566,______,________,________,dholpur,0,khudila,kanchanpura,rajakheda
5567,____,_____,________,dholpur,0,nagar,soumali,rajakheda
5568,____,_______,________,dholpur,0,nagar,mitrai,rajakheda
5569,____,_________,________,dholpur,0,nagar,parasuapura,rajakheda
5570,____,________,________,dholpur,0,nagar,tirajpur,rajakheda
5571,____,__________,________,dholpur,0,nagar,ruvnanahila,rajakheda
5572,____,__ .,________,dholpur,0,nagar,chi.,rajakheda
5573,_______,__________,________,dholpur,0,basacre,hanumanpura,rajakheda
5574,_______,_______,________,dholpur,0,basacre,bichpuri,rajakheda
5575,_______,____,________,dholpur,0,basacre,dani,rajakheda
5576,_______,______,________,dholpur,0,basacre,jaitpur,rajakheda
5577,______,_______,________,dholpur,0,fishia,madhopur,rajakheda
5578,______,______,________,dholpur,0,fishia,hill,rajakheda
5579,______,_____ ___,________,dholpur,0,fishia,savita nagar,rajakheda
5580,______,______,________,dholpur,0,fishia,sihauli,rajakheda
5581,______,______,________,dholpur,0,lalpur,atrauli,rajakheda
5582,______,______,________,dholpur,0,lalpur,rahsaina,rajakheda
5583,______,_______,________,dholpur,0,lalpur,nilpur,rajakheda
5584,_____,___,________,dholpur,0,samaur,madhai,rajakheda
5585,_____,____,________,dholpur,0,samaur,school,rajakheda
5586,_____,______,________,dholpur,0,samaur,changaura,rajakheda
5587,______,__________,________,dholpur,0,nahila,garhikarilpur,rajakheda
5588,______,______ __,________,dholpur,0,nahila,khudila's,rajakheda
5589,______,____,________,dholpur,0,nahila,pura,rajakheda
5590,______,____ 4 .,________,dholpur,0,nahila,dighi 4.,rajakheda
5591,______,_______,________,dholpur,0,nahila,neemdada,rajakheda
5592,______,______,________,dholpur,0,nahila,bichaula,rajakheda
5593,______,__________,________,dholpur,0,nahila,kumharpura,rajakheda
5594,______,_______,________,dholpur,0,nahila,bhaupura,rajakheda
5595,______,__ .,________,dholpur,0,nahila,chi.,rajakheda
5596,_____,___ ______,________,dholpur,0,samauna,gadhi tadawali,rajakheda
5597,_____,__________,________,dholpur,0,samauna,ranchorpura,rajakheda
5598,_____,__________,________,dholpur,0,samauna,alexanderpur,rajakheda
5599,_____,__________,________,dholpur,0,samauna,sultanpur,rajakheda
5600,_____,____,________,dholpur,0,samauna,jarga,rajakheda
5601,_______,_________,____,dholpur,0,karimpur,kirarpura,sapau
5602,_______,___________,____,dholpur,0,karimpur,visayatipura,sapau
5603,_______,____,____,dholpur,0,karimpur,jakhi,sapau
5604,_______,_______ __,____,dholpur,0,karimpur,of karimpur,sapau
5605,_______,____,____,dholpur,0,karimpur,pura,sapau
5606,_______,______,____,dholpur,0,karimpur,umrara,sapau
5607,______,_____,____,dholpur,0,purani,pathaina,sapau
5608,______,______,____,dholpur,0,purani,barkheda,sapau
5609,______,____,____,dholpur,0,purani,nagla,sapau
5610,______,_______,____,dholpur,0,purani,bhadoria,sapau
5611,______,____ ____,____,dholpur,0,purani,pura mafl,sapau
5612,______,_____,____,dholpur,0,purani,mehra,sapau
5613,____,____ __ ____,____,dholpur,0,tehri,tehri ka pura,sapau
5614,____,_______,____,dholpur,0,tehri,phulpura,sapau
5615,____,_________,____,dholpur,0,tehri,norengabad,sapau
5616,____,________,____,dholpur,0,tehri,chaurakheda,sapau
5617,______,_________,____,dholpur,0,chitora,piparipura,sapau
5618,______,______,____,dholpur,0,chitora,rajpur,sapau
5619,______,______,____,dholpur,0,chitora,pankari,sapau
5620,______ _____,_____,____,dholpur,0,maloni panwar,dadki,sapau
5621,______ _____,_______,____,dholpur,0,maloni panwar,ludhpura,sapau
5622,______ _____,______ _____,____,dholpur,0,maloni panwar,maloni panwar,sapau
5623,_____ _____,_____,____,dholpur,0,kukra makra,makra,sapau
5624,_____ _____,______,____,dholpur,0,kukra makra,khaprala,sapau
5625,_____ _____,____ __,____,dholpur,0,kukra makra,king's,sapau
5626,_____ _____,____,____,dholpur,0,kukra makra,nagla,sapau
5627,_____ _____,_____,____,dholpur,0,kukra makra,rauhai,sapau
5628,_____ _____,_______,____,dholpur,0,rajaura khurd,puthapura,sapau
5629,_____ _____,____ __,____,dholpur,0,rajaura khurd,nagu,sapau
5630,_____ _____,____,____,dholpur,0,rajaura khurd,nagla,sapau
5631,______,____ __,____,dholpur,0,pipraua,bala ka,sapau
5632,______,____,____,dholpur,0,pipraua,nagla,sapau
5633,______,_____,____,dholpur,0,pipraua,brick,sapau
5634,______,_______ __,____,dholpur,0,pipraua,motiram's,sapau
5635,______,___ ____,____,dholpur,0,pipraua,chahal pura,sapau
5636,______,__________,____,dholpur,0,pipraua,prithvipura,sapau
5637,______,________,____,dholpur,0,saharauli,futanagala,sapau
5638,______,____ _____,____,dholpur,0,saharauli,clock shame,sapau
5639,______,___ _____,____,dholpur,0,saharauli,basai murali,sapau
5640,_____ ____,_______,____,dholpur,0,rajaura kalan,ludhpura,sapau
5641,_____ ____,_______,____,dholpur,0,rajaura kalan,salepur,sapau
5642,_____ ____,_______,____,dholpur,0,rajaura kalan,codpura,sapau
5643,______,______ __,____,dholpur,0,kanasil,endo's,sapau
5644,______,____,____,dholpur,0,kanasil,pura,sapau
5645,______,_______ ____,____,dholpur,0,kanasil,baldia pura,sapau
5646,______,____,____,dholpur,0,kanasil,paraua,sapau
5647,______,_____,____,dholpur,0,catheri,ghugarai,sapau
5648,______,_____,____,dholpur,0,catheri,semra,sapau
5649,______,_________,____,dholpur,0,catheri,dungarbada,sapau
5650,______,________,____,dholpur,0,catheri,chitapura,sapau
5651,______,____ _____,____,dholpur,0,catheri,rundha rajaura,sapau
5652,______,_____,____,dholpur,0,catheri,gogli,sapau
5653,_______,____ __ ____,____,dholpur,0,piphera,pate ka pura,sapau
5654,_______,______,____,dholpur,0,piphera,jarauli,sapau
5655,_______,2 ___,____,dholpur,0,nunhera,2 saws,sapau
5656,_______,3 _________,____,dholpur,0,nunhera,3 piprapura,sapau
5657,_______,4 _______ __ _____,____,dholpur,0,nunhera,4 finance nangla,sapau
5658,_______,5 _______,____,dholpur,0,nunhera,5 hajipur,sapau
5659,_______,____ __ ____,______,dholpur,0,mangraul,lula ka pura,dholpur
5660,_______,__________,______,dholpur,0,mangraul,balgovind,dholpur
5661,_______,__ ____,______,dholpur,0,mangraul,ka pura,dholpur
5662,______,__________,______,dholpur,0,madhbhau,madhabujurg,dholpur
5663,______,__________,______,dholpur,0,madhbhau,jagariyapura,dholpur
5664,______,_________,______,dholpur,0,madhbhau,basaiyalalu,dholpur
5665,______,______,______,dholpur,0,madhbhau,ratanpur,dholpur
5666,______,_______,______,dholpur,0,madhbhau,tantuka,dholpur
5667,______,_______,______,dholpur,0,madhbhau,jahanpur,dholpur
5668,______,________,______,dholpur,0,madhbhau,torshankara,dholpur
5669,______,______,______,dholpur,0,madhbhau,sahajpur,dholpur
5670,________,______ ____ __,______,dholpur,0,dulhara,bagchauli lodha tan,dholpur
5671,________,____________,______,dholpur,0,dulhara,mishiapura,dholpur
5672,________,________,______,dholpur,0,dulhara,adhanpur,dholpur
5673,________,_____,______,dholpur,0,kasimpur,tighara,dholpur
5674,________,_____ __ ____,______,dholpur,0,kasimpur,diwan ka pura,dholpur
5675,________,_________ 4 .,______,dholpur,0,kasimpur,sundarpur 4.,dholpur
5676,________,___,______,dholpur,0,kasimpur,bagh,dholpur
5677,_______,_______ __,______,dholpur,0,buffalo,buffalo's,dholpur
5678,_______,____,______,dholpur,0,buffalo,pura,dholpur
5679,_______,______,______,dholpur,0,buffalo,bhamrauli,dholpur
5680,_______,___,______,dholpur,0,buffalo,ghed,dholpur
5681,_______,_______,______,dholpur,0,buffalo,sahanpur,dholpur
5682,______,______,______,dholpur,0,hinouta,kasganj,dholpur
5683,______,__,______,dholpur,0,hinouta,z,dholpur
5684,______,AwN 4 .,______,dholpur,0,hinouta,awn 4.,dholpur
5685,______,________,______,dholpur,0,hinouta,kaluapura,dholpur
5686,______,_______,______,dholpur,0,hinouta,ladampur,dholpur
5687,______,______,______,dholpur,0,hinouta,phulpur,dholpur
5688,_____,_________,______,dholpur,0,sarani,mirzapur,dholpur
5689,_____,______,______,dholpur,0,sarani,shahpur,dholpur
5690,_____,_____,______,dholpur,0,sarani,dhimari,dholpur
5691,_____,_______,______,dholpur,0,sarani,puthapura,dholpur
5692,_____,_______,______,dholpur,0,sarani,nakatpura,dholpur
5693,_____,______,______,dholpur,0,sarani,sandra,dholpur
5694,_____,______,______,dholpur,0,sarani,ramnagar,dholpur
5695,________,_______,______,dholpur,0,vishanonda,masoodpur,dholpur
5696,________,_____,______,dholpur,0,vishanonda,milkan,dholpur
5697,________,______ __ ____,______,dholpur,0,vishanonda,gunna ka pura,dholpur
5698,___,_______,_____,dungarpur,0,gol,chhapariya,aspur
5699,___,____,_____,dungarpur,0,gol,rama,aspur
5700,___,________,_____,dungarpur,0,gol,ramadhani,aspur
5701,___,_____,_____,dungarpur,0,gol,dhanela,aspur
5702,___,_______,_____,dungarpur,0,gol,watagol,aspur
5703,_____,______,_____,dungarpur,0,mowai,lapia,aspur
5704,_____,___________,_____,dungarpur,0,mowai,gadasialia,aspur
5705,_____,______,_____,dungarpur,0,mowai,badalia,aspur
5706,_____,__________,_____,dungarpur,0,mowai,gadhinavalsingh,aspur
5707,_____,_____________,_____,dungarpur,0,mowai,gadakumharia,aspur
5708,_______,_____,_____,dungarpur,0,galiana,rai,aspur
5709,_______,_______,_____,dungarpur,0,galiana,nayagaon,aspur
5710,_____,__________,_____,dungarpur,0,sakani,vadaghodia,aspur
5711,_____,__________,_____,dungarpur,0,sakani,wadakundali,aspur
5712,_____,__________,_____,dungarpur,0,sakani,pardasakani,aspur
5713,_________,______,_____,dungarpur,0,nepalpura,cankari,aspur
5714,_________,________,_____,dungarpur,0,nepalpura,gamirpura,aspur
5715,_________,4 ____,_____,dungarpur,0,nepalpura,4 losses,aspur
5716,_________,____ _____,_____,dungarpur,0,nepalpura,dhani talab,aspur
5717,____,____ _____,_____,dungarpur,0,khalil,dhani dhunda,aspur
5718,____,____ _____,_____,dungarpur,0,khalil,dhani danji,aspur
5719,____,_______,_____,dungarpur,0,khalil,bokdsel,aspur
5720,______,_________,_____,dungarpur,0,kanthadi,khedasamore,aspur
5721,______,______,_____,dungarpur,0,kanthadi,khermal,aspur
5722,________,______,_____,dungarpur,0,pardathur,palathur,aspur
5723,________,______,_____,dungarpur,0,pardathur,katarwa,aspur
5724,___________,________,_____,dungarpur,0,pardety wise,gadanathji,aspur
5725,___________,_______,_____,dungarpur,0,pardety wise,karwakhas,aspur
5726,___________,__________,_____,dungarpur,0,pardety wise,gadhakhakatavat,aspur
5727,______,___,_____,dungarpur,0,khudarada,sleep,aspur
5728,______,___,_____,dungarpur,0,khudarada,ringworm,aspur
5729,______,____ ______,_____,dungarpur,0,khudarada,karva chapania,aspur
5730,______,______,_____,dungarpur,0,kabja,rajpur,sabla
5731,______,__________,_____,dungarpur,0,kabja,narayanpura,sabla
5732,______,_____,_____,dungarpur,0,kabja,malapa,sabla
5733,______,______ ______,_____,dungarpur,0,kabja,nayagav babaji,sabla
5734,______,_________,_____,dungarpur,0,kabja,ambapura,sabla
5735,______,_______,_____,dungarpur,0,kabja,jharna,sabla
5736,___,_______ ____,_____,dungarpur,0,call,bamania wada,sabla
5737,___,______,_____,dungarpur,0,call,chakpavan,sabla
5738,________ ___,_______,_____,dungarpur,0,bodigama bada,vijaypur,sabla
5739,________ ___,______,_____,dungarpur,0,bodigama bada,lapania,sabla
5740,_____,______,_____,dungarpur,0,sagot,khatela,sabla
5741,_____,_______,_____,dungarpur,0,sagot,bhimiroda,sabla
5742,_____,_____,_____,dungarpur,0,sagot,methla,sabla
5743,_____,______,_____,dungarpur,0,sagot,barela,sabla
5744,_____,________ ___,_____,dungarpur,0,sagot,devapuri oda,sabla
5745,_____,_______ ___,_____,dungarpur,0,sagot,tamatiya khas,sabla
5746,_____,_____ ____,_____,dungarpur,0,saunlaj,soulanj juni,sabla
5747,_____,____,_____,dungarpur,0,saunlaj,padi,sabla
5748,_____,______,_____,dungarpur,0,saunlaj,sarangi,sabla
5749,_____,_______,_____,dungarpur,0,saunlaj,devpura,sabla
5750,_____,________,_____,dungarpur,0,saunlaj,patanpura,sabla
5751,_____,_______ ____,_____,dungarpur,0,saunlaj,sundel kheda,sabla
5752,_____,___ ____,_____,dungarpur,0,saunlaj,sati kheda,sabla
5753,_____,______ ____,_____,dungarpur,0,saunlaj,dantli kheda,sabla
5754,____,_____,_____,dungarpur,0,khanan,modra,sabla
5755,____,____ ___,_____,dungarpur,0,khanan,akash nagar,sabla
5756,_______,____,_____,dungarpur,0,nithauwa,harwar,sabla
5757,_______,________,_____,dungarpur,0,nithauwa,poonjpura,sabla
5758,_______,________,_____,dungarpur,0,nithauwa,dragalai,sabla
5759,____,_______,_____,dungarpur,0,bosey,kanodia,sabla
