current_gp_name,old_gp_villages,old_gp_village_fixed,district,ps,order,gp_goog_translate,gp_village_goog_translate,ps_goog_translate,gp_village_fixed
शहदाद का पार,कुभारों का पार,कुभारों का पार,barmer,शिव,5208,honey beyond,crossing of kubhish,shiva,
शहदाद का पार,राणसिंह की ढाणी,राणसिंह की ढाणी,barmer,शिव,5209,honey beyond,ran singh's dhani,shiva,
शहदाद का पार,गोरालिया,गोरालिया,barmer,शिव,5215,honey beyond,goralia,shiva,
शहदाद का पार,दरभालिया,दरभालिया,barmer,शिव,5216,honey beyond,darling,shiva,
शहदाद का पार,हीरपुरा,हीरपुरा,barmer,शिव,5218,honey beyond,heerpura,shiva,
शहदाद का पार,मठार का पार,मठार का पार,barmer,शिव,5219,honey beyond,mathahar cross,shiva,
शहदाद का पार,सरगीला,सरगीला,barmer,शिव,5220,honey beyond,sargila,shiva,
शहदाद का पार,बखतपुरा धींगाणी बस्ती,बखतपुरा धींगाणी बस्ती,barmer,शिव,5221,honey beyond,bakhatpura dhingani basti,shiva,
शहदाद का पार,सेलोडिया दक्षिण,सेलोडिया दक्षिण,barmer,शिव,5222,honey beyond,seloadia south,shiva,
शहदाद का पार,उतरबा,उतरबा,barmer,शिव,5223,honey beyond,utba,shiva,
खलीफे की बावडी,अली की बस्ती,अली की बस्ती,barmer,शिव,5225,calify ki bawdi,ali's settlement,shiva,
खलीफे की बावडी,खलीफे की बावडी,खलीफे की बावडी,barmer,शिव,5232,calify ki bawdi,calify ki bawdi,shiva,
खलीफे की बावडी,चौथियाली,चौथियाली,barmer,शिव,5233,calify ki bawdi,chauthiyali,shiva,
खलीफे की बावडी,मठाराणी साउंद,मठाराणी साउंद,barmer,शिव,5234,calify ki bawdi,matharani sund,shiva,
खलीफे की बावडी,खच्चरखडी,खच्चरखडी,barmer,शिव,5235,calify ki bawdi,khachakhadi,shiva,
खलीफे की बावडी,बनियाली,बनियाली,barmer,शिव,5236,calify ki bawdi,baniyali,shiva,
खलीफे की बावडी,शाहमीर का पार,शाहमीर का पार,barmer,शिव,5237,calify ki bawdi,shahir's cross,shiva,
खलीफे की बावडी,सोनगे का पार,सोनगे का पार,barmer,शिव,5238,calify ki bawdi,sangge cross,shiva,
खलीफे की बावडी,सैला पाबूसरी,सैला पाबूसरी,barmer,शिव,5240,calify ki bawdi,sala pabusari,shiva,
खलीफे की बावडी,धनुआणी,धनुआणी,barmer,शिव,5241,calify ki bawdi,dhanuani,shiva,
खलीफे की बावडी,कंभीर की बस्ती,कंभीर की बस्ती,barmer,शिव,5242,calify ki bawdi,kambhi's settlement,shiva,
खलीफे की बावडी,अलाबचाया की ढाणी,अलाबचाया की ढाणी,barmer,शिव,5243,calify ki bawdi,alabachaya ki dhani,shiva,
खलीफे की बावडी,खडीन,खडीन,barmer,शिव,5244,calify ki bawdi,khadin,shiva,
बीजावल,हाफिया,हाफिया,barmer,शिव,5249,bijawal,hafia,shiva,
बीजावल,चंदनिया,चंदनिया,barmer,शिव,5250,bijawal,chandania,shiva,
बीजावल,रोहिडाला,रोहिडाला,barmer,शिव,5251,bijawal,rohidala,shiva,
बीजावल,बालाकर,बालाकर,barmer,शिव,5252,bijawal,balakar,shiva,
बीजावल,फांगली,फांगली,barmer,शिव,5253,bijawal,fangli,shiva,
बीजावल,पनिया,पनिया,barmer,शिव,5254,bijawal,pania,shiva,
बीजावल,बाडमेर का पार,बाडमेर का पार,barmer,शिव,5255,bijawal,paper's cross,shiva,
बीजावल,रामदेवनगर,रामदेवनगर,barmer,शिव,5256,bijawal,ramdevanagar,shiva,
बीजावल,बीजावल,बीजावल,barmer,शिव,5257,bijawal,bijawal,shiva,
बीजावल,मालणसर,मालणसर,barmer,शिव,5258,bijawal,malansar,shiva,
बीजावल,समंद का पार,समंद का पार,barmer,शिव,5259,bijawal,crossing of samand,shiva,
बीजावल,रासलाणी,रासलाणी,barmer,शिव,5260,bijawal,rasalani,shiva,
खारची,खारची,खारची,barmer,शिव,5262,kharchi,kharchi,shiva,
खारची,कुंभारो की ढाणी,कुंभारो की ढाणी,barmer,शिव,5263,kharchi,kumbharo ki dhani,shiva,
खारची,गोरडीया,गोरडीया,barmer,शिव,5264,kharchi,gordiya,shiva,
खारची,मौसेरी,मौसेरी,barmer,शिव,5265,kharchi,mouseri,shiva,
खारची,मगरा,मगरा,barmer,शिव,5266,kharchi,magra,shiva,
हरसाणी,हरसाणी,हरसाणी,barmer,शिव,5267,harsani,harsani,shiva,
हरसाणी,तुड़बी,तुड़बी,barmer,शिव,5268,harsani,tudbi,shiva,
चेतरोडी,चेतरोड़ी,चेतरोड़ी,barmer,शिव,5269,chetrodi,chetrodi,shiva,
चेतरोडी,बाहला,बाहला,barmer,शिव,5270,chetrodi,bahla,shiva,
चेतरोडी,उगेरी,उगेरी,barmer,शिव,5271,chetrodi,ugeri,shiva,
चेतरोडी,रोहीडाला राठौड़ान,रोहीडाला राठौड़ान,barmer,शिव,5272,chetrodi,rohidala rathodan,shiva,
चेतरोडी,साधो की बस्ती,साधो की बस्ती,barmer,शिव,5273,chetrodi,sadho's settlement,shiva,
चेतरोडी,रावतसर,रावतसर,barmer,शिव,5274,chetrodi,rawatsar,shiva,
चेतरोडी,भाखरपुरा,भाखरपुरा,barmer,शिव,5275,chetrodi,bhakharpura,shiva,
चेतरोडी,सालमसिंह की बस्ती,सालमसिंह की बस्ती,barmer,शिव,5276,chetrodi,salamsingh's settlement,shiva,
सिणधरी चौसीरा,सिणधरी चौसीरा,सिणधरी चौसीरा,barmer,सिणधरी,5277,sindhri chausira,sindhri chausira,sindhri,
सिणधरी चौसीरा,किशनपुर,किशनपुर,barmer,सिणधरी,5278,sindhri chausira,kishanpur,sindhri,
सिणधरी चौसीरा,सिणधरी उर्फ बेड़,सिणधरी उर्फ बेड़,barmer,सिणधरी,5279,sindhri chausira,sindhri aka bed,sindhri,
सिणधरी चौसीरा,गादेसरा,गादेसरा,barmer,सिणधरी,5280,sindhri chausira,gadesara,sindhri,
सिणधरी चौसीरा,सिणधरी चारणान,सिणधरी चारणान,barmer,सिणधरी,5281,sindhri chausira,sindhri charanan,sindhri,
सिणधरी चौसीरा,मोतीनगर,मोतीनगर,barmer,सिणधरी,5282,sindhri chausira,motinagar,sindhri,
सिणधरी चौसीरा,गेहूंवाली नाडी,गेहूंवाली नाडी,barmer,सिणधरी,5283,sindhri chausira,wheat nadi,sindhri,
सिणधरी चौसीरा,नाकोड़ा,नाकोड़ा,barmer,सिणधरी,5284,sindhri chausira,nakoda,sindhri,
सिणधरी चौसीरा,लोहिड़ा,लोहिड़ा,barmer,सिणधरी,5285,sindhri chausira,lohida,sindhri,
खारा महेचान,खारा महेचान,खारा महेचान,barmer,सिणधरी,5288,khara maachan,khara maachan,sindhri,
खारा महेचान,बाण्डा नाडा,बाण्डा नाडा,barmer,सिणधरी,5289,khara maachan,banda nada,sindhri,
खारा महेचान,चाडो की ढाणी,चाडो की ढाणी,barmer,सिणधरी,5295,khara maachan,chado ki dhani,sindhri,
खारा महेचान,सजाड़ा,सजाड़ा,barmer,सिणधरी,5296,khara maachan,dajara,sindhri,
खारा महेचान,गालानाडी,गालानाडी,barmer,सिणधरी,5297,khara maachan,galanadi,sindhri,
खारा महेचान,अरणियाली महेचान,अरणियाली महेचान,barmer,सिणधरी,5298,khara maachan,araniali maachan,sindhri,
खारा महेचान,महादेव नगर,महादेव नगर,barmer,सिणधरी,5299,khara maachan,mahadev nagar,sindhri,
जूना खेडा मीठा,जूना मीठा खेड़ा,जूना मीठा खेड़ा,barmer,सिणधरी,5308,juna kheda sweet,juna sweet kheda,sindhri,
जूना खेडा मीठा,मोरिया नाडा,मोरिया नाडा,barmer,सिणधरी,5309,juna kheda sweet,moriya nada,sindhri,
जूना खेडा मीठा,बोरला,बोरला,barmer,सिणधरी,5310,juna kheda sweet,borla,sindhri,
जूना खेडा मीठा,झिंझणी,झिंझणी,barmer,सिणधरी,5311,juna kheda sweet,jhinjhani,sindhri,
जूना खेडा मीठा,भावगिरी जी का मीठा,भावगिरी जी का मीठा,barmer,सिणधरी,5312,juna kheda sweet,sweet of bhavgiri ji,sindhri,
जूना खेडा मीठा,काठाड़िया,काठाड़िया,barmer,सिणधरी,5313,juna kheda sweet,kathadia,sindhri,
चेतरोडी,लाम्बड़ा,लाम्बड़ा,barmer,शिव,5314,chetrodi,lambada,shiva,
चेतरोडी,मेहराणियो की बस्ती,मेहराणियो की बस्ती,barmer,शिव,5315,chetrodi,mehni's settlement,shiva,
रोहिड़ी,मोती की बेरी,मोती की बेरी,barmer,शिव,5317,rohidi,moti berry,shiva,
रोहिड़ी,रोहिडी,रोहिडी,barmer,शिव,5318,rohidi,rohidi,shiva,
रोहिड़ी,सगोरालिया,सगोरालिया,barmer,शिव,5319,rohidi,sagoralia,shiva,
रोहिड़ी,पदमड़ा,पदमड़ा,barmer,शिव,5320,rohidi,padmada,shiva,
रोहिड़ी,रिखियाणी,रिखियाणी,barmer,शिव,5321,rohidi,rikhiyani,shiva,
रोहिड़ी,भाहदाद का पार खुर्द,भाहदाद का पार खुर्द,barmer,शिव,5322,rohidi,bhardad's cross,shiva,
सून्दरा,सून्दरा,सून्दरा,barmer,शिव,5323,sundara,sundara,shiva,
सून्दरा,पांचला,पांचला,barmer,शिव,5324,sundara,panchala,shiva,
सून्दरा,मोडरडी,मोडरडी,barmer,शिव,5325,sundara,modardi,shiva,
सून्दरा,बोई,बोई,barmer,शिव,5326,sundara,boi,shiva,
चेतरोडी,गोलिया भाटा,गोलिया भाटा,barmer,सिणधरी,5330,chetrodi,golia bhata,sindhri,
चेतरोडी,भाटा,भाटा,barmer,सिणधरी,5331,chetrodi,bhata,sindhri,
चेतरोडी,धूड़िया मोतीसिंह,धूड़िया मोतीसिंह,barmer,सिणधरी,5332,chetrodi,dhudiya moti singh,sindhri,
कमठाई,नई कमठाई,नई कमठाई,barmer,सिणधरी,5343,community,new commond,sindhri,
कमठाई,एवाड़ी भीमजी,एवाड़ी भीमजी,barmer,सिणधरी,5344,community,evadi bhimji,sindhri,
कमठाई,महादेवपुरा,महादेवपुरा,barmer,सिणधरी,5345,community,mahadevpura,sindhri,
कमठाई,पीपराला,पीपराला,barmer,सिणधरी,5346,community,piprala,sindhri,
कमठाई,जसनाथ नगर,जसनाथ नगर,barmer,सिणधरी,5347,community,jasnath nagar,sindhri,
कमठाई,गोसाई नगर,गोसाई नगर,barmer,सिणधरी,5348,community,gosai nagar,sindhri,
कमठाई,शक्ति नगर,शक्ति नगर,barmer,सिणधरी,5349,community,shakti nagar,sindhri,
कमठाई,एवाडी चौसीरा,एवाडी चौसीरा,barmer,सिणधरी,5350,community,evadi chausira,sindhri,
कमठाई,राणेरी,राणेरी,barmer,सिणधरी,5351,community,raneri,sindhri,
कमठाई,नई राणेरी,नई राणेरी,barmer,सिणधरी,5352,community,new raneri,sindhri,
कमठाई,बिलासर,बिलासर,barmer,सिणधरी,5353,community,bilaser,sindhri,
कमठाई,धन्ने की ढाणी,धन्ने की ढाणी,barmer,सिणधरी,5354,community,dhanne ki dhani,sindhri,
कमठाई,शिव नगर टाकू,शिव नगर टाकू,barmer,सिणधरी,5355,community,shiv nagar taku,sindhri,
कमठाई,टाकू बेरी,टाकू बेरी,barmer,सिणधरी,5356,community,taku berry,sindhri,
पांयला खुर्द,पांयला खुर्द,पांयला खुर्द,barmer,सिणधरी,5357,panayala khurd,panayala khurd,sindhri,
पांयला खुर्द,लूणाकला,लूणाकला,barmer,सिणधरी,5358,panayala khurd,lunakala,sindhri,
पांयला खुर्द,डांगवा,डांगवा,barmer,सिणधरी,5359,panayala khurd,dangwa,sindhri,
पांयला खुर्द,अमरपुरा,अमरपुरा,barmer,सिणधरी,5360,panayala khurd,amarpura,sindhri,
पांयला खुर्द,मोतीसरा,मोतीसरा,barmer,सिणधरी,5361,panayala khurd,motisara,sindhri,
पांयला खुर्द,रामदेवरा,रामदेवरा,barmer,सिणधरी,5362,panayala khurd,ramdevra,sindhri,
पांयला खुर्द,निम्बली,निम्बली,barmer,सिणधरी,5363,panayala khurd,nimbly,sindhri,
पांयला खुर्द,भलखाड़ी,भलखाड़ी,barmer,सिणधरी,5364,panayala khurd,bhalkhari,sindhri,
भूका वगतसिंह,भूंका वगतसिंह,भूंका वगतसिंह,barmer,सिणधरी,5366,bhuka vagat singh,bhunka vagat singh,sindhri,
भूका वगतसिंह,डेरपाना,डेरपाना,barmer,सिणधरी,5367,bhuka vagat singh,derpana,sindhri,
भूका वगतसिंह,देरासर नगर,देरासर नगर,barmer,सिणधरी,5368,bhuka vagat singh,derasar nagar,sindhri,
भूका वगतसिंह,कालुओणी डूडियो की ढाणी,कालुओणी डूडियो की ढाणी,barmer,सिणधरी,5369,bhuka vagat singh,kaluoni doodio ki dhani,sindhri,
भूका वगतसिंह,तिलोणियो की ढाणी,तिलोणियो की ढाणी,barmer,सिणधरी,5370,bhuka vagat singh,tilono dhani,sindhri,
भूका वगतसिंह,घांचीड़ा,घांचीड़ा,barmer,सिणधरी,5371,bhuka vagat singh,ghanchida,sindhri,
भूका वगतसिंह,शाह नगर,शाह नगर,barmer,सिणधरी,5372,bhuka vagat singh,shah nagar,sindhri,
भूका वगतसिंह,लोहिड़ी,लोहिड़ी,barmer,सिणधरी,5373,bhuka vagat singh,lohidi,sindhri,
भूका वगतसिंह,काठानाडा,काठानाडा,barmer,सिणधरी,5374,bhuka vagat singh,kathanada,sindhri,
होडू,होडू,होडू,barmer,सिणधरी,5375,hodu,hodu,sindhri,
होडू,केरलीवास,केरलीवास,barmer,सिणधरी,5376,hodu,kerylivas,sindhri,
होडू,पनोणियो का तला,पनोणियो का तला,barmer,सिणधरी,5377,hodu,panonio's tala,sindhri,
होडू,धूरियावास,धूरियावास,barmer,सिणधरी,5378,hodu,dhuriawas,sindhri,
होडू,समदड़ो का तला,समदड़ो का तला,barmer,सिणधरी,5379,hodu,sampadar's tala,sindhri,
होडू,पोटलियो की ढाणी,पोटलियो की ढाणी,barmer,सिणधरी,5380,hodu,potallio dhani,sindhri,
होडू,मीठीयावास 7 .,मीठीयावास 7 .,barmer,सिणधरी,5381,hodu,mithiawas 7.,sindhri,
होडू,लूखो की ढाणी,लूखो की ढाणी,barmer,सिणधरी,5382,hodu,dhani ki dhani,sindhri,
होडू,सारणो का तला,सारणो का तला,barmer,सिणधरी,5383,hodu,sarano's tala,sindhri,
होडू,साइयो की ढाणी,साइयो की ढाणी,barmer,सिणधरी,5384,hodu,cyo ki dhani,sindhri,
होडू,जोगासर,जोगासर,barmer,सिणधरी,5385,hodu,jogasar,sindhri,
होडू,जैरूपोणियो का तला,जैरूपोणियो का तला,barmer,सिणधरी,5386,hodu,jaruponio's tala,sindhri,
नोखडा,नोखड़ा,नोखड़ा,barmer,सिणधरी,5388,nokhada,nokhra,sindhri,
नोखडा,नेहरों का तला,नेहरों का तला,barmer,सिणधरी,5389,nokhada,nehr's fried,sindhri,
नोखडा,हीरानगर,हीरानगर,barmer,सिणधरी,5390,nokhada,hiranagar,sindhri,
नोखडा,हुडों का तला,हुडों का तला,barmer,सिणधरी,5391,nokhada,hood's fried,sindhri,
नोखडा,नेहरों का बेरा,नेहरों का बेरा,barmer,सिणधरी,5392,nokhada,nehr's bera,sindhri,
नोखडा,भूरजी गोदारों की ढाणी,भूरजी गोदारों की ढाणी,barmer,सिणधरी,5393,nokhada,dhani of bhurji godars,sindhri,
नोखडा,जगराम की ढाणी,जगराम की ढाणी,barmer,सिणधरी,5394,nokhada,jagram ki dhani,sindhri,
नोखडा,सालगासर,सालगासर,barmer,सिणधरी,5395,nokhada,salgasar,sindhri,
नोखडा,अणखिया,अणखिया,barmer,सिणधरी,5396,nokhada,ankhia,sindhri,
नोखडा,कडवासरों का धोरा,कडवासरों का धोरा,barmer,सिणधरी,5397,nokhada,kadwasar dhora,sindhri,
नोखडा,नेहरों की ढाणी खुर्द,नेहरों की ढाणी खुर्द,barmer,सिणधरी,5398,nokhada,nehon's dhani khurd,sindhri,
नोखडा,नाइयों की ढाणी,नाइयों की ढाणी,barmer,सिणधरी,5399,nokhada,niye ki dhani,sindhri,
नोखडा,गुरूओं का तला,गुरूओं का तला,barmer,सिणधरी,5400,nokhada,guru's fried,sindhri,
रावतसर,रावतसर,रावतसर,barmer,सिणधरी,5402,rawatsar,rawatsar,sindhri,
रावतसर,रावतसर पश्चिम,रावतसर पश्चिम,barmer,सिणधरी,5403,rawatsar,rawatsar west,sindhri,
रावतसर,रावतसर दक्षिण,रावतसर दक्षिण,barmer,सिणधरी,5404,rawatsar,rawatsar south,sindhri,
रावतसर,प्रेमसागर,प्रेमसागर,barmer,सिणधरी,5405,rawatsar,prem sagar,sindhri,
रावतसर,घोनरी नाडी,घोनरी नाडी,barmer,सिणधरी,5406,rawatsar,ghonary nadi,sindhri,
रावतसर,घोनरी तालर,घोनरी तालर,barmer,सिणधरी,5407,rawatsar,ghonary taur,sindhri,
बेरीवाला तला,बेरीवाला तला,बेरीवाला तला,barmer,सिणधरी,5408,berrywala tala,berrywala tala,sindhri,
बेरीवाला तला,गोदारासर,गोदारासर,barmer,सिणधरी,5409,berrywala tala,godarsar,sindhri,
बेरीवाला तला,करडानाडा,करडानाडा,barmer,सिणधरी,5410,berrywala tala,kardanada,sindhri,
बेरीवाला तला,सनूराताल,सनूराताल,barmer,सिणधरी,5411,berrywala tala,sunuratal,sindhri,
बेरीवाला तला,ढाढीसर,ढाढीसर,barmer,सिणधरी,5412,berrywala tala,dhadisar,sindhri,
बेरीवाला तला,डूडियों की ढाणी,डूडियों की ढाणी,barmer,सिणधरी,5413,berrywala tala,doodian dhani,sindhri,
बेरीवाला तला,रामसर का कुंआ,रामसर का कुंआ,barmer,सिणधरी,5414,berrywala tala,ramsar's well,sindhri,
बेरीवाला तला,सांगाणा कुंआ,सांगाणा कुंआ,barmer,सिणधरी,5415,berrywala tala,sangana well,sindhri,
सरणू चिमनजी ( मु . सरणू पनजी ),सरणू चिमनजी,सरणू चिमनजी,barmer,सिणधरी,5417,saranu chimanji (chief sranu panji),saranu chimanji,sindhri,
सरणू चिमनजी ( मु . सरणू पनजी ),राईकों की ढाणी,राईकों की ढाणी,barmer,सिणधरी,5418,saranu chimanji (chief sranu panji),dhani of raik,sindhri,
सरणू चिमनजी ( मु . सरणू पनजी ),सरस्वती नगर,सरस्वती नगर,barmer,सिणधरी,5419,saranu chimanji (chief sranu panji),saraswati nagar,sindhri,
सरणू चिमनजी ( मु . सरणू पनजी ),मूढणों की ढाणी,मूढणों की ढाणी,barmer,सिणधरी,5420,saranu chimanji (chief sranu panji),dhani ki dhani,sindhri,
सरणू चिमनजी ( मु . सरणू पनजी ),पोटलियासर,पोटलियासर,barmer,सिणधरी,5421,saranu chimanji (chief sranu panji),potliasar,sindhri,
सरणू चिमनजी ( मु . सरणू पनजी ),सरणू सरणू पनजी,सरणू सरणू पनजी,barmer,सिणधरी,5422,saranu chimanji (chief sranu panji),saranu saranu panji,sindhri,
सरणू चिमनजी ( मु . सरणू पनजी ),सरणू भीमजी,सरणू भीमजी,barmer,सिणधरी,5423,saranu chimanji (chief sranu panji),saranu bhimji,sindhri,
सरणू चिमनजी ( मु . सरणू पनजी ),इन्द्रानगर,इन्द्रानगर,barmer,सिणधरी,5424,saranu chimanji (chief sranu panji),indranagar,sindhri,
सरणू चिमनजी ( मु . सरणू पनजी ),आकल,आकल,barmer,सिणधरी,5425,saranu chimanji (chief sranu panji),akal,sindhri,
सरणू चिमनजी ( मु . सरणू पनजी ),रामनगर,रामनगर,barmer,सिणधरी,5426,saranu chimanji (chief sranu panji),ramnagar,sindhri,
शिवकर,शिवकर,शिवकर,barmer,सिणधरी,5428,shivkar,shivkar,sindhri,
शिवकर,नेनवा,नेनवा,barmer,सिणधरी,5429,shivkar,nenwa,sindhri,
शिवकर,अजबनगर,अजबनगर,barmer,सिणधरी,5430,shivkar,ajabnagar,sindhri,
शिवकर,दौलतनगर,दौलतनगर,barmer,सिणधरी,5431,shivkar,daulatnagar,sindhri,
शिवकर,देवाणियों की ढाणी,देवाणियों की ढाणी,barmer,सिणधरी,5432,shivkar,dhani ki dhani,sindhri,
शिवकर,रामपुरा,रामपुरा,barmer,सिणधरी,5433,shivkar,rampura,sindhri,
शिवकर,दानपुरा,दानपुरा,barmer,सिणधरी,5434,shivkar,danpura,sindhri,
शिवकर,हीरपुरा,हीरपुरा,barmer,सिणधरी,5435,shivkar,heerpura,sindhri,
शिवकर,कुंभावास,कुंभावास,barmer,सिणधरी,5436,shivkar,kumbhawas,sindhri,
शिवकर,खेमावास,खेमावास,barmer,सिणधरी,5437,shivkar,khemwas,sindhri,
शिवकर,गालाबेरी,गालाबेरी,barmer,सिणधरी,5438,shivkar,galaberry,sindhri,
शिवकर,खेतावास,खेतावास,barmer,सिणधरी,5439,shivkar,khetwas,sindhri,
शिवकर,करनावास,करनावास,barmer,सिणधरी,5440,shivkar,doing,sindhri,
शिवकर,सुखसागर,सुखसागर,barmer,सिणधरी,5441,shivkar,sukhsagar,sindhri,
शिवकर,हनुमानपुरा,हनुमानपुरा,barmer,सिणधरी,5442,shivkar,hanumanpura,sindhri,
शिवकर,धने का तला,धने का तला,barmer,सिणधरी,5443,shivkar,dhane's tala,sindhri,
शिवकर,तुलछीनगर,तुलछीनगर,barmer,सिणधरी,5444,shivkar,tulachinagar,sindhri,
शिवकर,हेमावास,हेमावास,barmer,सिणधरी,,shivkar,hemavas,sindhri,
नौसर,नौसर,नौसर,barmer,सिणधरी,5445,nausar,nausar,sindhri,
नौसर,बूठसरा,बूठसरा,barmer,सिणधरी,5446,nausar,bhatsara,sindhri,
नौसर,मुकनसर,मुकनसर,barmer,सिणधरी,5447,nausar,mukansar,sindhri,
नौसर,मीरमोहम्मद की ढाणी,मीरमोहम्मद की ढाणी,barmer,सिणधरी,,nausar,dhani of meermohmad,sindhri,
नौसर,केरली नाडी,केरली नाडी,barmer,सिणधरी,5448,nausar,kerli nadi,sindhri,
नौसर,करणीपुरा चक चारणोत,करणीपुरा चक चारणोत,barmer,सिणधरी,5449,nausar,karnipura chak charanot,sindhri,
नौसर,उन्दरिया सरा,उन्दरिया सरा,barmer,सिणधरी,5450,nausar,uriya sara,sindhri,
नौसर,दानाणियों की ढाणी,दानाणियों की ढाणी,barmer,सिणधरी,5451,nausar,dhani dhani,sindhri,
नौसर,नया सोमेसरा,नया सोमेसरा,barmer,सिणधरी,5452,nausar,new somessara,sindhri,
नौसर,नवलजी का नगर,नवलजी का नगर,barmer,सिणधरी,5453,nausar,navalji's city,sindhri,
नौसर,श्री जसनाथनगर,श्री जसनाथनगर,barmer,सिणधरी,5454,nausar,shri jasnathnagar,sindhri,
नौसर,जूना सोमेसरा,जूना सोमेसरा,barmer,सिणधरी,5455,nausar,juna somesara,sindhri,
नौसर,अखे का धड़ा,अखे का धड़ा,barmer,सिणधरी,5456,nausar,akha kus,sindhri,
नौसर,खिंवालीसरा,खिंवालीसरा,barmer,सिणधरी,5457,nausar,khinwaliisra,sindhri,
नौसर,माना बाबा की बाड़ी,माना बाबा की बाड़ी,barmer,सिणधरी,5458,nausar,mana baba's fence,sindhri,
राणासर खुर्द,राणासर खुर्द,राणासर खुर्द,barmer,सिणधरी,5459,ranasar khurd,ranasar khurd,sindhri,
राणासर खुर्द,खडियाली नाडी,खडियाली नाडी,barmer,सिणधरी,5460,ranasar khurd,khadiyali nadi,sindhri,
राणासर खुर्द,अणदाणियो की बेरी,अणदाणियो की बेरी,barmer,सिणधरी,5461,ranasar khurd,anadani ki berry,sindhri,
राणासर खुर्द,खडाली,खडाली,barmer,सिणधरी,5462,ranasar khurd,khadali,sindhri,
राणासर खुर्द,नई खडाली,नई खडाली,barmer,सिणधरी,5463,ranasar khurd,new khadali,sindhri,
राणासर खुर्द,देवलनगर,देवलनगर,barmer,सिणधरी,5464,ranasar khurd,devalnagar,sindhri,
बाण्ड,बाण्ड,बाण्ड,barmer,सिणधरी,5465,bond,bond,sindhri,
बाण्ड,सियोलो की बेरी,सियोलो की बेरी,barmer,सिणधरी,5466,bond,seollo's berry,sindhri,
बाण्ड,नई बाण्ड,नई बाण्ड,barmer,सिणधरी,5467,bond,new band,sindhri,
बाण्ड,खींचड़ो का वास,खींचड़ो का वास,barmer,सिणधरी,5468,bond,has of stretch,sindhri,
बाण्ड,लाला की बेरी,लाला की बेरी,barmer,सिणधरी,5469,bond,lala ki berry,sindhri,
सरली,सरली,सरली,barmer,सिणधरी,5470,sarali,sarali,sindhri,
सरली,डूडियों का तला,डूडियों का तला,barmer,सिणधरी,5471,sarali,doodi's fried,sindhri,
सरली,गेमरपुरा,गेमरपुरा,barmer,सिणधरी,5472,sarali,gamerpura,sindhri,
सरली,बांकासर,बांकासर,barmer,सिणधरी,5473,sarali,bankasar,sindhri,
सरली,रामोणी सारणों की ढाणी,रामोणी सारणों की ढाणी,barmer,सिणधरी,5474,sarali,ramoni saran's dhani,sindhri,
सरली,अजोणी हुडों की ढाणी,अजोणी हुडों की ढाणी,barmer,सिणधरी,5475,sarali,ajoni hood ki dhani,sindhri,
सरली,पुरखोणी हुडों की ढाणी 8 धर्मोणी गोरसियों का तला,पुरखोणी हुडों की ढाणी 8 धर्मोणी गोरसियों का तला,barmer,सिणधरी,5476,sarali,dhani of purkhoni hoods 8 dharmoni gols,sindhri,
सरली,धीराणियों की ढाणी,धीराणियों की ढाणी,barmer,सिणधरी,5477,sarali,dheerani dhani,sindhri,
सरली,10 सरली कला,सरली कला,barmer,सिणधरी,5478,sarali,sarli art,sindhri,
सरली,गंगासरा,गंगासरा,barmer,सिणधरी,5479,sarali,gangasara,sindhri,
सरली,रूगोणी हुडों की ढाणी,रूगोणी हुडों की ढाणी,barmer,सिणधरी,5480,sarali,rugoni hood's dhani,sindhri,
सरली,मूले का तला,मूले का तला,barmer,सिणधरी,,sarali,moule's tala,sindhri,
सरली,हरडुओं की ढाणी,हरडुओं की ढाणी,barmer,सिणधरी,,sarali,hardu dhani,sindhri,
सरली,लुखों का तला,लुखों का तला,barmer,सिणधरी,5481,sarali,tala of lukhs,sindhri,
सरली,16 गोरसियों का तला,गोरसियों का तला,barmer,सिणधरी,,sarali,gorselians tala,sindhri,
सरली,गोमोणी बेनिवालों की ढाणी,गोमोणी बेनिवालों की ढाणी,barmer,सिणधरी,5482,sarali,gomoni beniwal's dhani,sindhri,
सरली,18 गोरों का तला,गोरों का तला,barmer,सिणधरी,5483,sarali,whites of whites,sindhri,
सरली,19 लेगों का तला,लेगों का तला,barmer,सिणधरी,5484,sarali,legs of legs,sindhri,
कोटड़ी,कोटड़ी,कोटड़ी,barmer,सिवाना,5489,kotdi,kotdi,sewana,
कोटड़ी,अम्बो का बाड़ा,अम्बो का बाड़ा,barmer,सिवाना,5490,kotdi,ambo's fence,sewana,
कोटड़ी,कम्मो का बाड़ा,कम्मो का बाड़ा,barmer,सिवाना,5491,kotdi,kammo's fence,sewana,
कोटड़ी,लालिया,लालिया,barmer,सिवाना,5492,kotdi,lalia,sewana,
कोटड़ी,खरंटिया,खरंटिया,barmer,सिवाना,5493,kotdi,khantia,sewana,
कोटड़ी,मठ खरंटिया,मठ खरंटिया,barmer,सिवाना,5494,kotdi,math khartia,sewana,
सेवाली,सेवाली,सेवाली,barmer,सिवाना,5499,sewali,sewali,sewana,
सेवाली,छियाली,छियाली,barmer,सिवाना,5500,sewali,chiali,sewana,
सेवाली,रातड़ी,रातड़ी,barmer,सिवाना,5501,sewali,ratri,sewana,
सेवाली,अर्थण्डी,अर्थण्डी,barmer,सिवाना,5502,sewali,affiliate,sewana,
अजीत,अजीत ( दूदो का बाडा ),अजीत ( दूदो का बाडा ),barmer,सिवाना,5503,ajit,ajit (dudo's bada),sewana,
