order,gp_name,gp_villages,panchayat_samiti,district,verified_or_not,gp_name_goog_translate,gp_village_goog_translate,ps_goog_translate,,,,,,,,,,,,,,
4691,मण्डावरी,चेनसिंहजी का,बेगूँ,chittorgarh,0,mandavari,chen singhji's,begun,,,,,,,,,,,,,,
4692,मण्डावरी,राजपुरा,बेगूँ,chittorgarh,0,mandavari,rajpura,begun,,,,,,,,,,,,,,
4693,पारसोली,हरपुरा,बेगूँ,chittorgarh,0,parasoli,harpura,begun,,,,,,,,,,,,,,
4694,पारसोली,नाथावतो का खेडा,बेगूँ,chittorgarh,0,parasoli,nathawato's kheda,begun,,,,,,,,,,,,,,
4695,पारसोली,किशनगढ,बेगूँ,chittorgarh,0,parasoli,kishangarh,begun,,,,,,,,,,,,,,
4696,शादी,चन्दाखेडी,बेगूँ,chittorgarh,0,wedding,chandakhedi,begun,,,,,,,,,,,,,,
4697,शादी,तारापीपली,बेगूँ,chittorgarh,0,wedding,tarapipali,begun,,,,,,,,,,,,,,
4698,शादी,बस्सी फतेहपुर,बेगूँ,chittorgarh,0,wedding,bassi fatehpur,begun,,,,,,,,,,,,,,
4699,शादी,पालका,बेगूँ,chittorgarh,0,wedding,palka,begun,,,,,,,,,,,,,,
4700,शादी,देवरिया,बेगूँ,chittorgarh,0,wedding,deoria,begun,,,,,,,,,,,,,,
4701,शादी,फरख्याखेडी,बेगूँ,chittorgarh,0,wedding,farkhyakhedi,begun,,,,,,,,,,,,,,
4702,सामरिया कलां,अन्धेरियों की,बेगूँ,chittorgarh,0,samaria kalan,andere,begun,,,,,,,,,,,,,,
4703,सामरिया कलां,झुपडिया,बेगूँ,chittorgarh,0,samaria kalan,jhupadia,begun,,,,,,,,,,,,,,
4704,सामरिया कलां,गोरला,बेगूँ,chittorgarh,0,samaria kalan,gorla,begun,,,,,,,,,,,,,,
4705,सामरिया कलां,चौहानो का,बेगूँ,chittorgarh,0,samaria kalan,chauhano's,begun,,,,,,,,,,,,,,
4706,सामरिया कलां,नयागांव,बेगूँ,chittorgarh,0,samaria kalan,nayagaon,begun,,,,,,,,,,,,,,
4707,सामरिया कलां,सुरतपुरा,बेगूँ,chittorgarh,0,samaria kalan,suratpura,begun,,,,,,,,,,,,,,
4708,सामरिया कलां,बाण्डा,बेगूँ,chittorgarh,0,samaria kalan,banda,begun,,,,,,,,,,,,,,
4709,सामरिया कलां,सामरिया खुर्दं,बेगूँ,chittorgarh,0,samaria kalan,samaria khurdam,begun,,,,,,,,,,,,,,
4710,सामरिया कलां,बड़ी का खेडा,बेगूँ,chittorgarh,0,samaria kalan,badi ka kheda,begun,,,,,,,,,,,,,,
4711,सामरिया कलां,तिखी का खेडा,बेगूँ,chittorgarh,0,samaria kalan,tikhi ka kheda,begun,,,,,,,,,,,,,,
4712,सामरिया कलां,सादलपुर,बेगूँ,chittorgarh,0,samaria kalan,sadalpur,begun,,,,,,,,,,,,,,
4713,सुवानिया,झाडोल,बेगूँ,chittorgarh,0,suwania,jhadol,begun,,,,,,,,,,,,,,
4714,सुवानिया,मेघनिवास,बेगूँ,chittorgarh,0,suwania,meghnivas,begun,,,,,,,,,,,,,,
4715,सुवानिया,नाथुरामजी का,बेगूँ,chittorgarh,0,suwania,nathuramji's,begun,,,,,,,,,,,,,,
4716,सुवानिया,खेडा,बेगूँ,chittorgarh,0,suwania,kheda,begun,,,,,,,,,,,,,,
4717,सुवानिया,मांडना,बेगूँ,chittorgarh,0,suwania,mandana,begun,,,,,,,,,,,,,,
4718,सुवानिया,भवरिया खुर्द,बेगूँ,chittorgarh,0,suwania,bhavariya khurd,begun,,,,,,,,,,,,,,
4719,नन्दवाई,उमर का खाल,बेगूँ,chittorgarh,0,nandwai,omar's skins,begun,,,,,,,,,,,,,,
4720,नन्दवाई,आमल्दा,बेगूँ,chittorgarh,0,nandwai,amalda,begun,,,,,,,,,,,,,,
4721,नन्दवाई,घटाबाव,बेगूँ,chittorgarh,0,nandwai,ghatabav,begun,,,,,,,,,,,,,,
4722,नन्दवाई,भीलो की बैठक,बेगूँ,chittorgarh,0,nandwai,bhilo's meeting,begun,,,,,,,,,,,,,,
4723,बोराव,खेमाखेडा,भैंसरोडगढ़,chittorgarh,0,borao,khemakheda,bhainsrodgarh,,,,,,,,,,,,,,
4724,धांगड़मऊकलां,धांगड़मऊखुर्द,भैंसरोडगढ़,chittorgarh,0,dhangdamukalan,dhangadmaukhurd,bhainsrodgarh,,,,,,,,,,,,,,
4725,धांगड़मऊकलां,सुखपुरा,भैंसरोडगढ़,chittorgarh,0,dhangdamukalan,sukhpura,bhainsrodgarh,,,,,,,,,,,,,,
4726,धांगड़मऊकलां,नयागांव,भैंसरोडगढ़,chittorgarh,0,dhangdamukalan,nayagaon,bhainsrodgarh,,,,,,,,,,,,,,
4727,धांगड़मऊकलां,खुमानगंज,भैंसरोडगढ़,chittorgarh,0,dhangdamukalan,khumanganj,bhainsrodgarh,,,,,,,,,,,,,,
4728,धांगड़मऊकलां,लोठियाना,भैंसरोडगढ़,chittorgarh,0,dhangdamukalan,lothana,bhainsrodgarh,,,,,,,,,,,,,,
4729,धांगड़मऊकलां,लक्ष्मीखेड़ा,भैंसरोडगढ़,chittorgarh,0,dhangdamukalan,lakshmikheda,bhainsrodgarh,,,,,,,,,,,,,,
4730,तम्बोलिया,पीपलदा,भैंसरोडगढ़,chittorgarh,0,tambolia,peepalda,bhainsrodgarh,,,,,,,,,,,,,,
4731,तम्बोलिया,टाकरदा,भैंसरोडगढ़,chittorgarh,0,tambolia,takarda,bhainsrodgarh,,,,,,,,,,,,,,
4732,तम्बोलिया,केसरपुरा,भैंसरोडगढ़,chittorgarh,0,tambolia,kesarpura,bhainsrodgarh,,,,,,,,,,,,,,
4733,तम्बोलिया,प्रतापपुरा,भैंसरोडगढ़,chittorgarh,0,tambolia,pratappura,bhainsrodgarh,,,,,,,,,,,,,,
4734,तम्बोलिया,शम्भूनाथजी का खेडा,भैंसरोडगढ़,chittorgarh,0,tambolia,shambhunathji's kheda,bhainsrodgarh,,,,,,,,,,,,,,
4735,तम्बोलिया,नाहरगढ,भैंसरोडगढ़,chittorgarh,0,tambolia,nahargarh,bhainsrodgarh,,,,,,,,,,,,,,
4736,जवाहरनगर ( कुआंखेड़ा ),कुआंखेड़ा ( जवाहरनगर ),भैंसरोडगढ़,chittorgarh,0,jawaharnagar (kukhera),kukheda (jawaharnagar),bhainsrodgarh,,,,,,,,,,,,,,
4737,जवाहरनगर ( कुआंखेड़ा ),चितौडिया,भैंसरोडगढ़,chittorgarh,0,jawaharnagar (kukhera),chitodia,bhainsrodgarh,,,,,,,,,,,,,,
4738,जवाहरनगर ( कुआंखेड़ा ),नयागांव,भैंसरोडगढ़,chittorgarh,0,jawaharnagar (kukhera),nayagaon,bhainsrodgarh,,,,,,,,,,,,,,
4739,जवाहरनगर ( कुआंखेड़ा ),झींकरा,भैंसरोडगढ़,chittorgarh,0,jawaharnagar (kukhera),jhinkar,bhainsrodgarh,,,,,,,,,,,,,,
4740,जवाहरनगर ( कुआंखेड़ा ),गोविन्दपुरा,भैंसरोडगढ़,chittorgarh,0,jawaharnagar (kukhera),govindpura,bhainsrodgarh,,,,,,,,,,,,,,
4741,जवाहरनगर ( कुआंखेड़ा ),मुआदा,भैंसरोडगढ़,chittorgarh,0,jawaharnagar (kukhera),muuda,bhainsrodgarh,,,,,,,,,,,,,,
4742,जवाहरनगर ( कुआंखेड़ा ),मैनपुरा,भैंसरोडगढ़,chittorgarh,0,jawaharnagar (kukhera),mainpura,bhainsrodgarh,,,,,,,,,,,,,,
4743,जवाहरनगर ( कुआंखेड़ा ),आंवलहेडा,भैंसरोडगढ़,chittorgarh,0,jawaharnagar (kukhera),aanwalheda,bhainsrodgarh,,,,,,,,,,,,,,
4744,जवाहरनगर ( कुआंखेड़ा ),तलार,भैंसरोडगढ़,chittorgarh,0,jawaharnagar (kukhera),talar,bhainsrodgarh,,,,,,,,,,,,,,
4745,जवाहरनगर ( कुआंखेड़ा ),नारायणपुरा,भैंसरोडगढ़,chittorgarh,0,jawaharnagar (kukhera),narayanpura,bhainsrodgarh,,,,,,,,,,,,,,
4746,जवाहरनगर ( कुआंखेड़ा ),रूपपुरा,भैंसरोडगढ़,chittorgarh,0,jawaharnagar (kukhera),rooppura,bhainsrodgarh,,,,,,,,,,,,,,
4747,जवाहरनगर ( कुआंखेड़ा ),नीम का खेडा,भैंसरोडगढ़,chittorgarh,0,jawaharnagar (kukhera),neem ka kheda,bhainsrodgarh,,,,,,,,,,,,,,
4748,जवाहरनगर ( कुआंखेड़ा ),मोतीपुरा,भैंसरोडगढ़,chittorgarh,0,jawaharnagar (kukhera),motipura,bhainsrodgarh,,,,,,,,,,,,,,
4749,जवाहरनगर ( कुआंखेड़ा ),अरणिया,भैंसरोडगढ़,chittorgarh,0,jawaharnagar (kukhera),arania,bhainsrodgarh,,,,,,,,,,,,,,
4750,जवाहरनगर ( कुआंखेड़ा ),आनन्दपुरा,भैंसरोडगढ़,chittorgarh,0,jawaharnagar (kukhera),anandpura,bhainsrodgarh,,,,,,,,,,,,,,
4751,जवाहरनगर ( कुआंखेड़ा ),लटूर,भैंसरोडगढ़,chittorgarh,0,jawaharnagar (kukhera),latur,bhainsrodgarh,,,,,,,,,,,,,,
4752,भैंसरोडगढ़,आम्बा,भैंसरोडगढ़,chittorgarh,0,bhainsrodgarh,amba,bhainsrodgarh,,,,,,,,,,,,,,
4753,भैंसरोडगढ़,गोपालपुरा,भैंसरोडगढ़,chittorgarh,0,bhainsrodgarh,gopalpura,bhainsrodgarh,,,,,,,,,,,,,,
4754,भैंसरोडगढ़,मदारचौक 4 .,भैंसरोडगढ़,chittorgarh,0,bhainsrodgarh,madarchauk 4.,bhainsrodgarh,,,,,,,,,,,,,,
4755,भैंसरोडगढ़,बालापुरा,भैंसरोडगढ़,chittorgarh,0,bhainsrodgarh,balapura,bhainsrodgarh,,,,,,,,,,,,,,
4756,भैंसरोडगढ़,हाजीपुर,भैंसरोडगढ़,chittorgarh,0,bhainsrodgarh,hajipur,bhainsrodgarh,,,,,,,,,,,,,,
4757,भैंसरोडगढ़,जगपुरा,भैंसरोडगढ़,chittorgarh,0,bhainsrodgarh,jagpura,bhainsrodgarh,,,,,,,,,,,,,,
4758,भैंसरोडगढ़,उदपुरिया,भैंसरोडगढ़,chittorgarh,0,bhainsrodgarh,udpuria,bhainsrodgarh,,,,,,,,,,,,,,
4759,भैंसरोडगढ़,भवानीपुरा,भैंसरोडगढ़,chittorgarh,0,bhainsrodgarh,bhawanipura,bhainsrodgarh,,,,,,,,,,,,,,
4760,भैंसरोडगढ़,श्यामपुरा 11. पीरपुरा,भैंसरोडगढ़,chittorgarh,0,bhainsrodgarh,shyampura 11. pirpura,bhainsrodgarh,,,,,,,,,,,,,,
4761,भैंसरोडगढ़,कोडियाखाल,भैंसरोडगढ़,chittorgarh,0,bhainsrodgarh,kodiakhal,bhainsrodgarh,,,,,,,,,,,,,,
4762,बाड़ौलिया,जावराकलां,भैंसरोडगढ़,chittorgarh,0,baroulia,javarakalan,bhainsrodgarh,,,,,,,,,,,,,,
4763,बाड़ौलिया,जावराखुर्द,भैंसरोडगढ़,chittorgarh,0,baroulia,javarakhurd,bhainsrodgarh,,,,,,,,,,,,,,
4764,बाड़ौलिया,सांखलों का ढूंढ़ा,भैंसरोडगढ़,chittorgarh,0,baroulia,finding of branches,bhainsrodgarh,,,,,,,,,,,,,,
4765,बाड़ौलिया,तिन्दवा,भैंसरोडगढ़,chittorgarh,0,baroulia,tindwa,bhainsrodgarh,,,,,,,,,,,,,,
4766,बाड़ौलिया,कचौलिया,भैंसरोडगढ़,chittorgarh,0,baroulia,kachoulia,bhainsrodgarh,,,,,,,,,,,,,,
4767,बाड़ौलिया,नीम का खेडा,भैंसरोडगढ़,chittorgarh,0,baroulia,neem ka kheda,bhainsrodgarh,,,,,,,,,,,,,,
4768,बाड़ौलिया,सणिता,भैंसरोडगढ़,chittorgarh,0,baroulia,sanita,bhainsrodgarh,,,,,,,,,,,,,,
4769,बाड़ौलिया,देवपुरिया,भैंसरोडगढ़,chittorgarh,0,baroulia,devpuria,bhainsrodgarh,,,,,,,,,,,,,,
4770,बाड़ौलिया,मऊपुरा,भैंसरोडगढ़,chittorgarh,0,baroulia,maupura,bhainsrodgarh,,,,,,,,,,,,,,
4771,राजपुरा,कृपापुर,भैंसरोडगढ़,chittorgarh,0,rajpura,kripapur,bhainsrodgarh,,,,,,,,,,,,,,
4772,राजपुरा,रावतपुरा,भैंसरोडगढ़,chittorgarh,0,rajpura,rawatpura,bhainsrodgarh,,,,,,,,,,,,,,
4773,राजपुरा,अजपुरा,भैंसरोडगढ़,chittorgarh,0,rajpura,ajpura,bhainsrodgarh,,,,,,,,,,,,,,
4774,राजपुरा,अरेणाकलां,भैंसरोडगढ़,chittorgarh,0,rajpura,aranakalan,bhainsrodgarh,,,,,,,,,,,,,,
4775,राजपुरा,राजपुरा,भैंसरोडगढ़,chittorgarh,0,rajpura,rajpura,bhainsrodgarh,,,,,,,,,,,,,,
4776,राजपुरा,धूनिया,भैंसरोडगढ़,chittorgarh,0,rajpura,dhunia,bhainsrodgarh,,,,,,,,,,,,,,
4777,राजपुरा,उदपुरिया,भैंसरोडगढ़,chittorgarh,0,rajpura,udpuria,bhainsrodgarh,,,,,,,,,,,,,,
4778,राजपुरा,दूधीतलाई,भैंसरोडगढ़,chittorgarh,0,rajpura,dudhitalai,bhainsrodgarh,,,,,,,,,,,,,,
4779,सिरसला,सिरसला,चूरू,churu,0,sirsala,sirsala,churu,,,,,,,,,,,,,,
4780,सिरसला,मोतीसर,चूरू,churu,0,sirsala,motisar,churu,,,,,,,,,,,,,,
4781,सिरसला,बाड़की 4 .,चूरू,churu,0,sirsala,badki 4.,churu,,,,,,,,,,,,,,
4782,सिरसला,ढाणी लक्ष्मण सिंह,चूरू,churu,0,sirsala,dhani laxman singh,churu,,,,,,,,,,,,,,
4783,लाखाऊ,आसलू,चूरू,churu,0,lakhau,aslu,churu,,,,,,,,,,,,,,
4784,लाखाऊ,आसलू स्टेशन,चूरू,churu,0,lakhau,aslu station,churu,,,,,,,,,,,,,,
4785,लाखाऊ,लाखाऊ,चूरू,churu,0,lakhau,lakhau,churu,,,,,,,,,,,,,,
4786,लाखाऊ,श्योदानपूरा,चूरू,churu,0,lakhau,shyodanpura,churu,,,,,,,,,,,,,,
4787,बीनासर,पोटी,चूरू,churu,0,binasar,potty,churu,,,,,,,,,,,,,,
4788,बीनासर,बीनासर,चूरू,churu,0,binasar,binasar,churu,,,,,,,,,,,,,,
4789,खारिया कनीराम,न्यामा,सुजानगढ़,churu,0,kharia kaniram,nyama,sujangarh,,,,,,,,,,,,,,
4790,खारिया कनीराम,स्यानण,सुजानगढ़,churu,0,kharia kaniram,sayanan,sujangarh,,,,,,,,,,,,,,
4791,भीमसर,पार्वतीसर,सुजानगढ़,churu,0,bhimsar,parvatisar,sujangarh,,,,,,,,,,,,,,
4792,भीमसर,खोडा,सुजानगढ़,churu,0,bhimsar,khoda,sujangarh,,,,,,,,,,,,,,
4793,लोढसर,मींगणा,सुजानगढ़,churu,0,lodhasar,meingna,sujangarh,,,,,,,,,,,,,,
4794,लोढसर,धां चारणान,सुजानगढ़,churu,0,lodhasar,dhan charanan,sujangarh,,,,,,,,,,,,,,
4795,लोढसर,खदाया,सुजानगढ़,churu,0,lodhasar,khadaya,sujangarh,,,,,,,,,,,,,,
4796,भाषीणा,गेडाप,सुजानगढ़,churu,0,language,gedap,sujangarh,,,,,,,,,,,,,,
4797,भाषीणा,करेजडा,सुजानगढ़,churu,0,language,karejda,sujangarh,,,,,,,,,,,,,,
4798,कल्याणसर,ज्याक,बीदासर,churu,0,kalyanar,excess,bidasar,,,,,,,,,,,,,,
4799,कल्याणसर,भोम ज्याक,बीदासर,churu,0,kalyanar,bhom zee,bidasar,,,,,,,,,,,,,,
4800,कल्याणसर,नब्बासर,बीदासर,churu,0,kalyanar,nabbasar,bidasar,,,,,,,,,,,,,,
4801,कल्याणसर,भोम नब्बासर,बीदासर,churu,0,kalyanar,bhom nabbasar,bidasar,,,,,,,,,,,,,,
4802,ऊंटालड़,गोन्दूसर,बीदासर,churu,0,camel,gonduser,bidasar,,,,,,,,,,,,,,
4803,ऊंटालड़,भोम गोन्दूसर,बीदासर,churu,0,camel,bhom gonduser,bidasar,,,,,,,,,,,,,,
4804,ऊंटालड़,नारनोतान,बीदासर,churu,0,camel,narnotan,bidasar,,,,,,,,,,,,,,
4805,ऊंटालड़,आसरासर,बीदासर,churu,0,camel,asrasar,bidasar,,,,,,,,,,,,,,
4806,ढाणी कालेरां,शिवरों की ढाणी,बीदासर,churu,0,dhani kareran,shivars ki dhani,bidasar,,,,,,,,,,,,,,
4807,ढाणी कालेरां,धोरां की ढाणी,बीदासर,churu,0,dhani kareran,dhoran ki dhani,bidasar,,,,,,,,,,,,,,
4808,ढाणी कालेरां,रावली ढाणी,बीदासर,churu,0,dhani kareran,ravali dhani,bidasar,,,,,,,,,,,,,,
4809,ढाणी कालेरां,हरीनगर,बीदासर,churu,0,dhani kareran,harinagar,bidasar,,,,,,,,,,,,,,
4810,ढाणी कालेरां,ढाणी स्वामियान,बीदासर,churu,0,dhani kareran,dhani swamian,bidasar,,,,,,,,,,,,,,
4811,ढाणी कालेरां,कोठीनाडा,बीदासर,churu,0,dhani kareran,kotinada,bidasar,,,,,,,,,,,,,,
4812,ढाणी कालेरां,रामदेवरा,बीदासर,churu,0,dhani kareran,ramdevra,bidasar,,,,,,,,,,,,,,
4813,ढाणी कालेरां,ढाणी पोटलियान,बीदासर,churu,0,dhani kareran,dhani potallian,bidasar,,,,,,,,,,,,,,
4814,ढाणी कालेरां,चक घंटियाल,बीदासर,churu,0,dhani kareran,chak goldiyal,bidasar,,,,,,,,,,,,,,
4815,गेवरसर,रेड़ा,बीदासर,churu,0,gaversar,reda,bidasar,,,,,,,,,,,,,,
4816,गेवरसर,साजनसर,बीदासर,churu,0,gaversar,sajansar,bidasar,,,,,,,,,,,,,,
4817,भालेरी,गलगटी,तारानगर,churu,0,bhaleri,galgati,taranagar,,,,,,,,,,,,,,
4818,भालेरी,तोगावास,तारानगर,churu,0,bhaleri,togavas,taranagar,,,,,,,,,,,,,,
4819,भालेरी,लखनवास,तारानगर,churu,0,bhaleri,lakhanwas,taranagar,,,,,,,,,,,,,,
4820,भालेरी,रेताणागै . आ .,तारानगर,churu,0,bhaleri,retanagai. come .,taranagar,,,,,,,,,,,,,,
4821,कालवास,डाबड़ी बड़ी,तारानगर,churu,0,kalavas,dabdi big,taranagar,,,,,,,,,,,,,,
4822,कालवास,डाबड़ी छोटी 3 .,तारानगर,churu,0,kalavas,dabri small 3.,taranagar,,,,,,,,,,,,,,
4823,कालवास,राघड़ी,तारानगर,churu,0,kalavas,raghadi,taranagar,,,,,,,,,,,,,,
4824,कालवास,पण्डरेउताल,तारानगर,churu,0,kalavas,pandaretratal,taranagar,,,,,,,,,,,,,,
4825,कालवास,झोथड़ा,तारानगर,churu,0,kalavas,jhothada,taranagar,,,,,,,,,,,,,,
4826,कालवास,श्योपुरा,तारानगर,churu,0,kalavas,sheopura,taranagar,,,,,,,,,,,,,,
4827,कालवास,पण्डरेउटिब्बा,तारानगर,churu,0,kalavas,punderoutba,taranagar,,,,,,,,,,,,,,
4828,कालवास,लुडनियां बड़ा,तारानगर,churu,0,kalavas,ludanians big,taranagar,,,,,,,,,,,,,,
4829,कालवास,लुडनियां छोटा,तारानगर,churu,0,kalavas,ludanians small,taranagar,,,,,,,,,,,,,,
4830,पण्डरेउताल,घासलाआथुणा,तारानगर,churu,0,pandaretratal,grasslaathuna,taranagar,,,,,,,,,,,,,,
4831,पण्डरेउताल,घासलाअगुणा,तारानगर,churu,0,pandaretratal,grass,taranagar,,,,,,,,,,,,,,
4832,पण्डरेउताल,रोझाणी,तारानगर,churu,0,pandaretratal,rohzhani,taranagar,,,,,,,,,,,,,,
4833,भनीण,बनड़ा,तारानगर,churu,0,bhanin,banada,taranagar,,,,,,,,,,,,,,
4834,भनीण,हरिपुरा,तारानगर,churu,0,bhanin,haripura,taranagar,,,,,,,,,,,,,,
4835,मेघसर,ढाणी मेघसर,तारानगर,churu,0,meghsar,dhani meghsar,taranagar,,,,,,,,,,,,,,
4836,मेघसर,झाइसरगंजिया,तारानगर,churu,0,meghsar,jhaisarganjia,taranagar,,,,,,,,,,,,,,
4837,मेघसर,झांझनी,तारानगर,churu,0,meghsar,tingling,taranagar,,,,,,,,,,,,,,
4838,मेघसर,दुलेरी,तारानगर,churu,0,meghsar,duleri,taranagar,,,,,,,,,,,,,,
4839,पूनरास,थैलाणा,तारानगर,churu,0,poonaras,bag,taranagar,,,,,,,,,,,,,,
4840,पूनरास,मदावास,तारानगर,churu,0,poonaras,madwas,taranagar,,,,,,,,,,,,,,
4841,पूनरास,महेद्रवास,तारानगर,churu,0,poonaras,mahendravas,taranagar,,,,,,,,,,,,,,
4842,पूनरास,भांगेरा,तारानगर,churu,0,poonaras,bhangera,taranagar,,,,,,,,,,,,,,
4843,नवां,गुडाण,राजगढ,churu,0,ninth,gudan,rajgarh,,,,,,,,,,,,,,
4844,नवां,बास किरताण,राजगढ,churu,0,ninth,bas kirtan,rajgarh,,,,,,,,,,,,,,
4845,नवां,बास लालसिंह,राजगढ,churu,0,ninth,bas lal singh,rajgarh,,,,,,,,,,,,,,
4846,नीमां,दन्देऊ मोहन,राजगढ,churu,0,neemam,dandeau mohan,rajgarh,,,,,,,,,,,,,,
4847,नीमां,सिंह,राजगढ,churu,0,neemam,singh,rajgarh,,,,,,,,,,,,,,
4848,नीमां,रेबारी बास,राजगढ,churu,0,neemam,rebari bass,rajgarh,,,,,,,,,,,,,,
4849,विजयपुरा,मालानाबास,राजगढ,churu,0,vijaypura,malanabas,rajgarh,,,,,,,,,,,,,,
4850,विजयपुरा,मघाउ,राजगढ,churu,0,vijaypura,maghau,rajgarh,,,,,,,,,,,,,,
4851,विजयपुरा,राउ टीबा,राजगढ,churu,0,vijaypura,rau tiba,rajgarh,,,,,,,,,,,,,,
4852,विजयपुरा,राउ ताल,राजगढ,churu,0,vijaypura,rau taal,rajgarh,,,,,,,,,,,,,,
4853,विजयपुरा,केलरीबास,राजगढ,churu,0,vijaypura,kealibas,rajgarh,,,,,,,,,,,,,,
4854,विजयपुरा,डाबली ढ़ाणी,राजगढ,churu,0,vijaypura,dabli dhani,rajgarh,,,,,,,,,,,,,,
4855,कालाना,कालाना टीबा,राजगढ,churu,0,kalana,kalana tiba,rajgarh,,,,,,,,,,,,,,
4856,कालाना,बैजवा,राजगढ,churu,0,kalana,baijwa,rajgarh,,,,,,,,,,,,,,
4857,कालाना,कानावासी,राजगढ,churu,0,kalana,kanwasi,rajgarh,,,,,,,,,,,,,,
4858,कालाना,खारिया,राजगढ,churu,0,kalana,kharia,rajgarh,,,,,,,,,,,,,,
4859,कालाना,मिठड़ी केसरी,राजगढ,churu,0,kalana,mithdi kesari,rajgarh,,,,,,,,,,,,,,
4860,कालाना,सिंह,राजगढ,churu,0,kalana,singh,rajgarh,,,,,,,,,,,,,,
4861,बेवड,भोजाण,राजगढ,churu,0,bewad,bhojan,rajgarh,,,,,,,,,,,,,,
4862,बेवड,बांगडवा,राजगढ,churu,0,bewad,bangdwa,rajgarh,,,,,,,,,,,,,,
4863,खेरू बड़ी,खेरू छोटी,राजगढ,churu,0,kheru badi,kheru chhoti,rajgarh,,,,,,,,,,,,,,
4864,खेरू बड़ी,बिराण,राजगढ,churu,0,kheru badi,biraran,rajgarh,,,,,,,,,,,,,,
4865,खेरू बड़ी,कामाण,राजगढ,churu,0,kheru badi,kamana,rajgarh,,,,,,,,,,,,,,
4866,खेरू बड़ी,बासजीराम,राजगढ,churu,0,kheru badi,basjiram,rajgarh,,,,,,,,,,,,,,
4867,लम्बोर बडी,खेड़ी,राजगढ,churu,0,lambore buddy,khedi,rajgarh,,,,,,,,,,,,,,
4868,लम्बोर बडी,लम्बोर छोटी,राजगढ,churu,0,lambore buddy,lambore chhoti,rajgarh,,,,,,,,,,,,,,
4869,लम्बोर बडी,लम्बोर,राजगढ,churu,0,lambore buddy,lambore,rajgarh,,,,,,,,,,,,,,
4870,लम्बोर बडी,छिंपियान,राजगढ,churu,0,lambore buddy,chimtiyan,rajgarh,,,,,,,,,,,,,,
4871,लम्बोर बडी,रडवा,राजगढ,churu,0,lambore buddy,radwa,rajgarh,,,,,,,,,,,,,,
4872,लम्बोर बडी,हरपालु कुबड़ी,राजगढ,churu,0,lambore buddy,harpalu kubri,rajgarh,,,,,,,,,,,,,,
4873,लम्बोर बडी,हरपालु रामसुख,राजगढ,churu,0,lambore buddy,harpalu ramsukh,rajgarh,,,,,,,,,,,,,,
4874,भुवाड़ी,चिमनपुरा,राजगढ,churu,0,bhuwadi,chimanpura,rajgarh,,,,,,,,,,,,,,
4875,भुवाड़ी,अमरपुरा,राजगढ,churu,0,bhuwadi,amarpura,rajgarh,,,,,,,,,,,,,,
4876,भुवाड़ी,बास रड़साना,राजगढ,churu,0,bhuwadi,bas radasana,rajgarh,,,,,,,,,,,,,,
4877,सेऊवा,बास सेऊवा,राजगढ,churu,0,seuwa,bas seuwa,rajgarh,,,,,,,,,,,,,,
4878,सेऊवा,धोलिया,राजगढ,churu,0,seuwa,dholia,rajgarh,,,,,,,,,,,,,,
4879,सेऊवा,पाबासी,राजगढ,churu,0,seuwa,pabasi,rajgarh,,,,,,,,,,,,,,
4880,सेऊवा,मानपुरा,राजगढ,churu,0,seuwa,manpura,rajgarh,,,,,,,,,,,,,,
4881,सांखणताल,सांखण तुमली,राजगढ,churu,0,shakhanatal,sankhan tumli,rajgarh,,,,,,,,,,,,,,
4882,सांखणताल,नयाबास,राजगढ,churu,0,shakhanatal,nayabas,rajgarh,,,,,,,,,,,,,,
4883,सांखणताल,सुखाबास,राजगढ,churu,0,shakhanatal,sukhabas,rajgarh,,,,,,,,,,,,,,
4884,सांखणताल,रबूड़ी,राजगढ,churu,0,shakhanatal,rabodi,rajgarh,,,,,,,,,,,,,,
4885,सांखणताल,रावतसर कुंजला,राजगढ,churu,0,shakhanatal,rawatsar kunjla,rajgarh,,,,,,,,,,,,,,
4886,सांखणताल,कुंजला बास,राजगढ,churu,0,shakhanatal,kunjla bass,rajgarh,,,,,,,,,,,,,,
4887,कालरी,कान्धराण,राजगढ,churu,0,kalri,kandharana,rajgarh,,,,,,,,,,,,,,
4888,कालरी,जाटुवास,राजगढ,churu,0,kalri,jatuwas,rajgarh,,,,,,,,,,,,,,
4889,कालरी,हरपालु पतराम,राजगढ,churu,0,kalri,harpalu patram,rajgarh,,,,,,,,,,,,,,
4890,कालरी,हरपालु रामधन,राजगढ,churu,0,kalri,harpalu ramdhan,rajgarh,,,,,,,,,,,,,,
4891,बीझांवास,इन्द्रपुरा,राजगढ,churu,0,bizwas,indrapura,rajgarh,,,,,,,,,,,,,,
4892,बीझांवास,आच्छापुर,राजगढ,churu,0,bizwas,achchapur,rajgarh,,,,,,,,,,,,,,
4893,बीझांवास,दन्देउ सुल्तानसिहं,राजगढ,churu,0,bizwas,dandeu sultansihan,rajgarh,,,,,,,,,,,,,,
4894,बीझांवास,हरपालु सांवल,राजगढ,churu,0,bizwas,harpalu saval,rajgarh,,,,,,,,,,,,,,
4895,ढाणी मौजी,जैतपुरा,राजगढ,churu,0,dhani mauji,jaitpura,rajgarh,,,,,,,,,,,,,,
4896,ढाणी मौजी,लिलावठी,राजगढ,churu,0,dhani mauji,lilavathi,rajgarh,,,,,,,,,,,,,,
